Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
370,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,29,1989,7.9,364,269,95,12,0,84,27,58,40,16,16,2,176,79,109,246,52,16,43,1,242,2,5,7,19,Matches
371,Roberto\Roberto,es ESP,GK,West Ham,33,1986,7.6,232,155,77,36,0,14,2,0,0,0,0,0,53,13,166,7,181,0,0,26,113,1,4,0,0,Matches
372,Patrick Roberts\Patrick-Roberts,eng ENG,MFFW,Norwich City,22,1997,0.3,10,9,1,0,0,1,1,0,0,0,0,0,7,2,1,9,1,0,0,0,7,0,0,1,0,Matches
373,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,25,1994,27.2,2209,1927,282,33,4,280,62,142,17,4,9,0,1367,407,435,1760,138,66,232,2,1789,3,34,33,61,Matches
374,Callum Robinson\Callum-Robinson,ie IRL,FW,Sheffield Utd,24,1995,7.5,155,146,9,0,1,38,9,15,0,0,0,0,105,26,24,31,114,4,1,2,117,0,5,3,7,Matches
375,Rodri\Rodri,es ESP,MFDF,Manchester City,23,1996,21.7,1957,1933,24,22,0,410,81,7,0,0,0,0,1529,212,216,265,1584,62,2,10,1813,1,20,15,14,Matches
376,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Burnley,30,1989,15.3,343,331,12,2,0,114,7,9,0,0,0,0,175,106,62,18,248,27,0,12,238,0,4,7,19,Matches
377,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,29,1990,1.3,55,45,10,2,0,6,2,3,0,0,0,0,25,12,18,39,5,1,8,0,37,0,3,0,0,Matches
378,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,27,1991,14.5,687,676,11,10,1,161,13,3,0,0,0,0,441,102,144,128,473,59,1,5,565,1,9,9,6,Matches
379,Danny Rose\Danny-Rose,eng ENG,DF,Newcastle Utd,29,1990,3.9,196,170,26,4,0,29,1,4,0,0,0,0,118,40,38,143,19,8,22,0,149,2,3,4,7,Matches
380,Danny Rose\Danny-Rose,eng ENG,DF,Tottenham,29,1990,9.9,572,480,92,17,0,69,5,39,1,0,1,0,353,91,128,412,67,13,74,0,435,3,1,15,22,Matches
381,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,26,1993,12.5,882,863,19,15,0,146,48,5,0,0,0,0,630,108,144,156,668,30,4,5,764,4,17,5,13,Matches
382,Lukas Rupp\Lukas-Rupp,de GER,FW,Norwich City,28,1991,3.8,129,127,2,1,2,39,1,2,0,0,0,0,74,32,23,24,94,6,1,0,96,0,2,6,4,Matches
383,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,27,1992,29.0,1117,878,239,40,0,175,37,0,0,0,0,0,638,84,395,138,750,3,0,189,914,5,35,5,5,Matches
384,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,MFFW,Newcastle Utd,22,1997,14.2,310,303,7,0,3,91,10,33,0,0,0,0,206,57,47,40,251,8,6,1,219,2,4,10,22,Matches
385,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,29,1990,22.1,1101,1064,37,30,0,134,50,7,0,0,0,0,675,170,256,888,93,71,7,5,904,1,20,15,23,Matches
386,Bukayo Saka\Bukayo-Saka,eng ENG,DFFW,Arsenal,17,2001,13.0,638,537,101,10,2,145,14,47,3,0,1,1,398,131,109,424,109,11,88,0,501,1,16,17,25,Matches
387,Mamadou Sakho\Mamadou-Sakho,fr FRA,DFMF,Crystal Palace,29,1990,5.2,266,260,6,6,0,52,4,0,0,0,0,0,204,25,37,203,45,10,0,2,235,0,2,3,2,Matches
388,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,27,1992,25.0,766,718,48,4,8,207,16,39,27,2,15,3,539,125,102,608,125,10,7,8,564,2,11,22,41,Matches
389,Mbwana Samatta\Mbwana-Samatta,tz TAN,FW,Aston Villa,26,1992,3.9,61,58,3,0,0,19,0,0,0,0,0,0,33,12,16,6,36,5,0,5,49,0,0,1,1,Matches
390,Carlos Sánchez\Carlos-Sanchez,co COL,MFDF,West Ham,33,1986,1.3,55,55,0,0,0,15,1,0,0,0,0,0,28,13,14,14,32,5,0,2,45,0,0,1,1,Matches
391,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,23,1996,21.0,1187,1155,32,20,0,184,29,1,0,0,0,0,919,121,147,170,930,55,12,3,1030,1,14,12,14,Matches
392,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Watford,21,1998,13.6,382,379,3,0,2,98,6,56,1,0,1,0,261,73,48,23,337,8,0,5,283,3,6,9,20,Matches
393,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,27,1991,15.5,613,555,58,36,0,112,62,10,0,0,0,0,303,89,221,85,462,32,22,0,445,8,17,6,9,Matches
394,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DF,Brighton,30,1989,3.2,144,110,34,1,0,31,1,13,0,0,0,0,60,50,34,10,90,6,33,0,104,0,2,2,5,Matches
395,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFDF,Crystal Palace,26,1992,9.5,278,260,18,3,1,66,7,7,0,0,0,0,175,47,56,187,47,13,15,3,209,2,4,7,8,Matches
396,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,32,1986,29.0,918,635,283,87,0,94,52,0,0,0,0,0,485,78,355,51,704,3,0,122,704,5,35,2,2,Matches
397,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,29,1989,11.1,567,550,17,10,0,97,30,8,0,0,0,0,338,117,112,77,452,22,0,3,494,0,4,6,9,Matches
398,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Tottenham,19,2000,3.8,195,168,27,2,0,39,5,13,1,0,1,0,119,42,34,151,11,4,24,0,145,0,1,4,8,Matches
399,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FW,Liverpool,27,1991,1.9,101,90,11,2,0,20,2,5,4,3,0,0,58,25,18,75,17,2,5,0,83,2,0,4,2,Matches
400,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,33,1986,7.4,158,155,3,0,0,54,1,7,0,0,0,0,102,39,17,12,124,11,0,5,118,1,3,7,8,Matches
401,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,24,1995,13.7,906,791,115,13,1,182,11,25,4,4,0,0,621,141,144,674,73,46,98,2,776,0,10,15,22,Matches
402,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,27,1992,14.9,657,582,75,29,3,157,66,53,42,15,19,3,340,85,232,73,553,20,1,2,469,7,18,17,5,Matches
403,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Everton,27,1992,18.2,1017,835,182,15,0,169,27,64,1,0,0,0,565,251,201,125,663,43,166,2,782,4,20,25,41,Matches
404,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,29,1989,22.2,829,715,114,36,2,137,40,117,62,23,33,4,494,150,185,122,654,29,3,6,624,1,19,11,29,Matches
405,Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,24,1994,16.6,1066,1021,45,8,3,218,14,57,15,1,1,0,800,161,105,936,67,30,22,2,914,2,6,12,35,Matches
406,David Silva\David-Silva,es ESP,MF,Manchester City,33,1986,14.0,992,953,39,11,9,217,8,28,5,0,1,0,786,133,73,865,102,15,4,2,840,6,9,25,34,Matches
407,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,22,1997,2.6,100,86,14,0,0,17,3,0,0,0,0,0,53,27,20,68,15,1,14,0,70,1,8,3,3,Matches
408,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,29,1989,18.8,941,889,52,12,2,162,17,21,0,0,0,0,690,145,106,91,740,38,40,11,807,2,8,20,14,Matches
409,Oliver Skipp\Oliver-Skipp,eng ENG,MFDF,Tottenham,18,2000,0.6,27,27,0,0,0,4,0,0,0,0,0,0,23,2,2,1,24,2,0,0,25,0,1,1,0,Matches
410,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,19,2000,1.8,107,101,6,1,0,24,3,1,0,0,0,0,69,18,20,9,93,3,0,0,89,0,2,1,4,Matches
411,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,28,1991,17.3,817,654,163,17,1,150,8,21,0,0,0,0,455,158,204,48,565,39,146,1,642,3,17,12,31,Matches
412,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,19,2000,1.1,36,36,0,0,0,8,1,1,0,0,0,0,27,6,3,3,32,1,0,0,30,0,1,1,1,Matches
413,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,31,1987,16.8,635,529,106,32,2,113,37,135,72,27,24,19,326,103,206,541,53,29,1,2,435,3,6,15,24,Matches
414,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,27,1991,14.5,724,527,197,11,0,117,19,52,0,0,0,0,271,208,245,64,414,44,186,3,522,3,12,11,14,Matches
415,Dominic Solanke\Dominic-Solanke,eng ENG,FWMF,Bournemouth,21,1997,13.1,324,309,15,1,0,108,2,4,0,0,0,0,201,70,53,32,229,25,0,8,240,1,4,7,16,Matches
416,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,24,1995,2.6,65,64,1,0,0,15,1,0,1,1,0,0,29,15,21,5,41,11,0,0,36,1,2,3,1,Matches
417,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,23,1996,28.0,1774,1734,40,38,0,197,44,4,0,0,0,0,1429,160,185,356,1308,65,2,8,1621,4,20,7,18,Matches
418,Dennis Srbeny\Dennis-Srbeny,de GER,MFFW,Norwich City,25,1994,0.4,23,23,0,0,0,4,0,0,0,0,0,0,16,6,1,6,12,3,0,1,17,0,1,0,1,Matches
419,Jack Stacey\Jack-Stacey,eng ENG,DF,Bournemouth,23,1996,11.9,531,432,99,4,0,124,8,21,1,1,0,0,269,115,147,43,347,38,94,0,380,1,12,16,27,Matches
420,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,29,1989,2.5,109,105,4,0,0,27,2,6,3,1,1,0,69,23,17,7,96,2,0,0,85,0,3,1,3,Matches
421,Jed Steer\Jed-Steer,eng ENG,GK,Aston Villa,26,1992,0.1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,Matches
422,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,30,1989,21.6,1391,1376,15,11,3,259,46,4,0,0,0,0,939,241,211,153,1165,52,4,4,1211,3,19,25,16,Matches
423,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,25,1994,20.3,843,801,42,29,2,153,27,3,0,0,0,0,477,80,286,44,690,79,13,2,617,5,29,8,17,Matches
424,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,24,1994,22.5,951,937,14,0,4,245,2,49,0,0,0,0,741,123,87,117,787,18,10,9,753,1,11,29,47,Matches
425,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,29,1990,27.2,1411,1168,243,4,1,290,24,91,0,0,0,0,763,316,332,1006,105,47,239,1,1049,2,26,33,66,Matches
426,Marco Stiepermann\Marco-Stiepermann,de GER,MF,Norwich City,28,1991,10.4,336,317,19,0,3,96,3,4,0,0,0,0,240,52,44,284,31,12,1,2,248,0,7,9,18,Matches
427,John Stones\John-Stones,eng ENG,DF,Manchester City,25,1994,10.1,764,752,12,8,0,120,34,0,0,0,0,0,626,62,76,74,627,37,4,2,725,1,4,0,2,Matches
428,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,23,1996,0.7,21,21,0,0,0,12,0,2,0,0,0,0,12,7,2,1,15,1,0,3,14,0,0,1,2,Matches
429,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,1.5,67,61,6,3,0,13,8,4,3,3,0,0,45,11,11,5,57,3,0,0,59,0,0,1,0,Matches
430,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,32,1986,2.6,127,118,9,7,0,19,7,3,2,1,1,0,69,29,29,95,13,15,0,0,102,0,2,1,1,Matches
431,Sam Surridge\Sam-Surridge,eng ENG,FW,Bournemouth,21,1998,0.2,3,3,0,0,0,2,0,0,0,0,0,0,1,1,1,0,2,0,0,0,2,0,0,0,0,Matches
432,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,20,1999,5.8,232,195,37,4,0,38,5,2,0,0,0,0,135,59,38,21,151,13,33,1,188,0,5,3,11,Matches
433,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,23,1995,18.8,945,759,186,29,0,183,28,71,10,7,0,2,476,222,247,625,96,63,147,4,693,3,21,15,36,Matches
434,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,26,1992,29.0,921,907,14,12,0,194,21,4,0,0,0,0,464,149,308,112,621,96,2,3,676,4,36,11,15,Matches
435,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,25,1993,15.3,750,546,204,6,1,119,17,67,0,0,0,0,247,205,298,467,18,43,198,1,516,4,22,8,41,Matches
436,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,30,1989,8.8,375,304,71,0,0,79,3,8,0,0,0,0,210,95,70,208,82,10,71,0,297,0,9,4,10,Matches
437,Alexander Tettey\Alexander-Tettey,no NOR,MFDF,Norwich City,33,1986,19.9,951,941,10,8,1,233,17,4,1,0,0,0,731,120,100,123,736,59,1,8,842,0,9,11,9,Matches
438,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,22,1997,23.9,1322,1267,55,28,8,283,40,47,14,3,4,0,902,214,206,241,1002,37,11,13,1069,9,20,15,29,Matches
439,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,22,1997,3.3,176,139,37,2,0,37,4,21,0,0,0,0,87,43,46,119,14,6,35,0,135,2,2,2,10,Matches
440,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,30,1989,17.6,626,597,29,26,0,106,24,1,0,0,0,0,377,96,153,81,474,34,3,0,505,2,14,6,5,Matches
441,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,21,1997,14.4,1098,1078,20,10,1,130,15,4,0,0,0,0,884,73,141,274,765,35,10,0,981,0,17,6,14,Matches
442,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,23,1996,15.2,821,786,35,22,1,173,8,12,11,3,3,3,562,137,122,78,687,46,2,2,720,1,6,10,15,Matches
443,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,28,1991,3.2,62,61,1,0,0,19,3,2,0,0,0,0,28,21,13,17,34,6,0,3,42,0,2,2,5,Matches
444,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Crystal Palace,28,1991,2.0,47,47,0,0,1,19,0,2,0,0,0,0,23,11,13,13,27,2,0,1,29,2,2,3,2,Matches
445,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,28,1991,8.8,274,264,10,1,0,87,9,36,4,4,0,0,174,37,63,198,71,1,3,0,189,2,9,2,14,Matches
446,Adama Traoré\Adama-Traore,es ESP,FWDF,Wolves,23,1996,23.0,738,703,35,0,3,210,25,143,0,0,0,0,423,120,195,69,590,15,35,3,474,1,14,17,59,Matches
447,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,20,1999,1.0,32,23,9,1,0,4,0,0,0,0,0,0,16,3,13,3,24,0,0,5,23,0,1,0,0,Matches
448,Trézéguet\Trezeguet,eg EGY,FWMF,Aston Villa,24,1994,14.7,325,306,19,2,1,67,20,53,10,5,2,0,196,62,67,17,273,17,7,4,221,2,13,8,18,Matches
449,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,24,1994,16.0,636,596,40,16,2,138,36,63,9,4,4,1,362,128,146,141,463,11,12,7,451,2,14,20,37,Matches
450,Tom Trybull\Tom-Trybull,de GER,MF,Norwich City,26,1993,11.4,558,539,19,19,0,121,16,0,0,0,0,0,435,73,50,70,451,29,0,1,520,0,5,0,4,Matches
451,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,21,1997,2.1,141,129,12,1,0,16,3,1,0,0,0,0,104,24,13,18,104,5,11,1,127,0,0,1,2,Matches
452,Yan Valery\Yan-Valery,fr FRA,DF,Southampton,20,1999,7.2,265,185,80,2,0,57,6,12,0,0,0,0,100,73,92,11,153,13,78,1,163,0,16,6,14,Matches
453,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,22,1997,1.8,104,103,1,1,0,13,3,0,0,0,0,0,70,11,23,5,94,2,0,0,81,0,5,1,1,Matches
454,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,32,1987,24.7,327,282,45,0,2,70,4,24,0,0,0,0,193,73,61,56,217,28,1,4,219,0,6,9,22,Matches
455,Indiana Vassilev\Indiana-Vassilev,us USA,FW,Aston Villa,18,2001,0.4,9,8,1,0,0,5,0,0,0,0,0,0,8,0,1,5,3,0,1,0,7,0,0,1,1,Matches
456,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,32,1987,17.2,1045,946,99,36,0,157,27,16,0,0,0,0,714,140,191,679,234,45,63,1,871,1,9,12,22,Matches
457,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,26,1992,12.6,535,494,41,15,1,87,14,1,0,0,0,0,350,56,129,168,281,43,26,3,428,0,14,2,3,Matches
458,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,20,1999,5.9,293,232,61,5,0,59,7,27,0,0,0,0,146,75,72,207,21,5,56,1,218,0,8,4,17,Matches
459,Mario Vrančić\Mario-Vrancic,ba BIH,MF,Norwich City,30,1989,4.2,263,254,9,7,2,70,7,2,0,0,0,0,159,44,60,189,48,17,2,2,210,3,1,6,3,Matches
460,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,27,1992,3.7,48,46,2,0,0,19,0,1,0,0,0,0,25,18,5,7,30,4,1,1,32,0,3,1,2,Matches
461,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Everton,30,1989,11.9,324,317,7,1,2,57,6,34,2,1,1,0,190,77,57,18,277,19,4,2,208,0,10,20,22,Matches
462,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,29,1990,20.1,1574,1406,168,22,2,220,57,43,1,0,0,0,1112,261,201,39,1329,34,145,11,1386,3,16,22,33,Matches
463,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,22,1997,2.7,214,187,27,4,0,32,3,8,0,0,0,0,154,33,27,15,171,5,23,0,183,1,1,3,6,Matches
464,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,22,1997,0.8,57,35,22,1,0,11,1,2,0,0,0,0,21,19,17,3,31,2,21,0,39,0,3,0,3,Matches
465,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,25.9,1561,1256,305,11,0,235,10,74,0,0,0,0,970,320,271,61,1153,40,294,2,1249,4,15,32,70,Matches
466,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,28,1991,0.3,19,17,2,1,0,2,1,0,0,0,0,0,12,4,3,0,16,2,1,0,18,0,0,0,0,Matches
467,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,29,1989,17.5,821,633,188,9,0,154,13,19,0,0,0,0,386,214,221,65,514,41,179,7,616,3,21,19,27,Matches
468,James Ward-Prowse\James-Ward-Prowse,eng ENG,MFDF,Southampton,24,1994,29.0,1436,1156,280,66,3,222,75,193,134,63,49,16,717,256,463,117,1101,114,51,8,1039,3,23,22,31,Matches
469,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,24,1995,22.4,1479,1408,71,40,1,266,32,6,0,0,0,0,1032,212,235,267,1059,75,31,4,1261,4,17,15,16,Matches
470,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Watford,28,1990,3.1,62,59,3,0,0,19,0,0,0,0,0,0,40,14,8,1,51,3,0,1,49,0,1,0,2,Matches
471,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,29,1990,26.0,1267,1116,151,46,6,219,64,111,73,65,1,2,676,228,363,69,1131,48,2,4,927,7,32,11,28,Matches
472,Connor Wickham\Connor-Wickham,eng ENG,FWMF,Crystal Palace,26,1993,1.0,44,42,2,0,0,17,2,0,0,0,0,0,13,15,16,5,16,12,1,1,29,0,0,1,3,Matches
473,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,28,1990,25.9,1254,1232,22,11,4,234,24,3,0,0,0,0,995,153,106,135,1040,40,11,5,1140,1,7,14,18,Matches
474,Jetro Willems\Jetro-Willems,nl NED,DF,Newcastle Utd,25,1994,16.6,582,450,132,10,0,98,13,32,1,1,0,0,306,95,181,336,91,21,121,3,408,4,9,17,27,Matches
475,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,18,2000,8.4,445,392,53,5,0,67,3,10,1,0,0,0,315,71,59,125,254,11,47,1,362,3,7,11,10,Matches
476,Willian\Willian,br BRA,FW,Chelsea,30,1988,21.4,1147,1058,89,11,4,273,57,115,68,16,36,5,768,193,186,128,974,29,8,4,906,4,12,18,28,Matches
477,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,19,1999,6.4,269,266,3,1,0,55,6,4,1,1,0,0,197,34,38,30,220,10,1,4,221,2,4,5,6,Matches
478,Jack Wilshere\Jack-Wilshere,eng ENG,MF,West Ham,27,1992,1.9,59,57,2,2,0,14,0,0,0,0,0,0,45,7,7,50,3,0,0,2,50,0,2,2,1,Matches
479,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,27,1992,26.1,423,398,25,0,5,129,8,14,0,0,0,0,227,131,65,42,318,24,1,14,281,2,7,8,36,Matches
480,Harry Wilson\Harry-Wilson,wal WAL,MFFW,Bournemouth,22,1997,16.1,503,457,46,7,6,107,23,23,15,8,0,1,304,105,94,427,46,16,8,3,382,0,8,14,28,Matches
481,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,23,1996,17.7,1238,1192,46,25,4,181,33,24,6,3,2,0,960,134,144,152,1043,29,4,5,1089,2,10,19,9,Matches
482,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,27,1991,23.0,409,400,9,0,0,145,4,8,0,0,0,0,180,124,105,51,219,55,1,14,263,3,10,11,11,Matches
483,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,26,1992,21.2,1457,1401,56,45,3,305,63,13,0,0,0,0,1022,225,210,1146,221,55,11,3,1285,6,12,15,18,Matches
484,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,MF,West Ham,29,1989,9.2,324,318,6,3,1,67,15,13,1,1,0,0,216,55,53,238,70,12,2,1,260,0,6,5,9,Matches
485,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,26,1993,8.6,272,237,35,1,0,45,5,26,0,0,0,0,118,60,94,13,202,18,34,2,195,0,5,3,10,Matches
486,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,30,1988,6.2,247,239,8,5,0,32,8,0,0,0,0,0,171,24,52,49,174,14,3,4,207,1,7,3,3,Matches
487,Ashley Young\Ashley-Young,eng ENG,DF,Manchester Utd,34,1985,10.6,735,553,182,28,1,114,39,62,35,13,14,6,406,130,199,86,502,17,119,5,565,4,21,17,19,Matches
488,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DF,West Ham,34,1985,6.5,326,258,68,4,0,32,3,15,0,0,0,0,158,56,112,27,201,29,64,0,247,0,3,3,14,Matches
489,Wilfried Zaha\Wilfried-Zaha,ci CIV,MFFW,Crystal Palace,26,1992,28.3,951,926,25,1,0,259,27,54,0,0,0,0,756,115,80,128,783,9,22,3,744,2,11,29,58,Matches
490,Christoph Zimmermann\Christoph-Zimmermann,de GER,DF,Norwich City,26,1993,14.4,585,565,20,17,0,124,15,0,0,0,0,0,360,80,145,76,461,31,3,2,479,0,12,5,8,Matches
491,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,22,1996,10.1,924,841,83,5,1,124,13,31,1,0,0,0,678,144,102,737,65,32,77,4,831,4,2,8,17,Matches
492,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,24,1994,20.0,1450,1424,26,22,0,176,73,0,0,0,0,0,1121,105,224,256,1102,56,4,2,1280,3,27,9,10,Matches