Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
370,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,29,1989,7.9,242,364,66.5,4649,1977,6,23,26.1,188,221,85.1,48,120,40.0,0,1.0,-1.0,20,17,6,2,52,Matches
371,Roberto\Roberto,es ESP,GK,West Ham,33,1986,7.6,113,232,48.7,4456,3562,1,1,100.0,38,38,100.0,74,193,38.3,0,0.0,0.0,0,0,0,0,0,Matches
372,Patrick Roberts\Patrick-Roberts,eng ENG,MFFW,Norwich City,22,1997,0.3,7,10,70.0,128,22,0,0,,6,7,85.7,1,3,33.3,0,0.0,0.0,0,1,0,0,0,Matches
373,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,25,1994,27.2,1789,2209,81.0,33013,10919,22,64,34.4,1428,1615,88.4,339,530,64.0,7,5.6,+1.4,44,131,48,20,243,Matches
374,Callum Robinson\Callum-Robinson,ie IRL,FW,Sheffield Utd,24,1995,7.5,117,155,75.5,1785,293,5,10,50.0,97,120,80.8,15,25,60.0,1,0.5,+0.5,4,5,3,1,7,Matches
375,Rodri\Rodri,es ESP,MFDF,Manchester City,23,1996,21.7,1813,1957,92.6,37336,8504,15,30,50.0,1287,1356,94.9,511,571,89.5,1,1.3,-0.3,27,181,12,1,126,Matches
376,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Burnley,30,1989,15.3,238,343,69.4,3173,547,19,40,47.5,195,257,75.9,24,46,52.2,0,0.4,-0.4,4,12,3,0,19,Matches
377,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,29,1990,1.3,37,55,67.3,747,323,0,1,0.0,28,32,87.5,9,22,40.9,0,0.0,0.0,0,3,0,0,8,Matches
378,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,27,1991,14.5,565,687,82.2,10664,2658,8,14,57.1,438,509,86.1,119,164,72.6,0,0.3,-0.3,9,49,10,2,64,Matches
379,Danny Rose\Danny-Rose,eng ENG,DF,Newcastle Utd,29,1990,3.9,149,196,76.0,2447,986,3,11,27.3,128,146,87.7,18,39,46.2,0,0.0,0.0,1,15,3,1,21,Matches
380,Danny Rose\Danny-Rose,eng ENG,DF,Tottenham,29,1990,9.9,435,572,76.0,7649,3168,5,21,23.8,361,410,88.0,69,141,48.9,0,0.8,-0.8,10,34,12,4,74,Matches
381,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,26,1993,12.5,764,882,86.6,18007,4658,7,16,43.8,461,500,92.2,296,366,80.9,0,0.3,-0.3,2,66,1,0,40,Matches
382,Lukas Rupp\Lukas-Rupp,de GER,FW,Norwich City,28,1991,3.8,96,129,74.4,1406,289,5,10,50.0,82,100,82.0,9,19,47.4,0,0.5,-0.5,5,5,3,1,7,Matches
383,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,27,1992,29.0,914,1117,81.8,25837,14330,0,2,0.0,500,503,99.4,414,612,67.6,0,0.0,0.0,0,6,0,0,1,Matches
384,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,MFFW,Newcastle Utd,22,1997,14.2,219,310,70.6,3799,885,2,19,10.5,180,229,78.6,37,62,59.7,1,2.5,-1.5,24,14,9,5,33,Matches
385,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,29,1990,22.1,904,1101,82.1,20611,7627,6,26,23.1,595,660,90.2,303,415,73.0,1,0.5,+0.5,6,91,8,0,94,Matches
386,Bukayo Saka\Bukayo-Saka,eng ENG,DFFW,Arsenal,17,2001,13.0,501,638,78.5,8169,2430,9,36,25.0,427,499,85.6,65,103,63.1,3,1.9,+1.1,13,30,13,3,53,Matches
387,Mamadou Sakho\Mamadou-Sakho,fr FRA,DFMF,Crystal Palace,29,1990,5.2,235,266,88.3,4787,1848,1,3,33.3,165,183,90.2,69,80,86.3,0,0.1,-0.1,1,16,1,0,13,Matches
388,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,27,1992,25.0,564,766,73.6,8409,2256,17,57,29.8,495,615,80.5,52,94,55.3,6,5.6,+0.4,41,31,43,3,92,Matches
389,Mbwana Samatta\Mbwana-Samatta,tz TAN,FW,Aston Villa,26,1992,3.9,49,61,80.3,667,93,2,3,66.7,44,52,84.6,3,6,50.0,0,0.2,-0.2,3,1,0,0,2,Matches
390,Carlos Sánchez\Carlos-Sanchez,co COL,MFDF,West Ham,33,1986,1.3,45,55,81.8,821,218,1,1,100.0,36,41,87.8,8,13,61.5,0,0.0,0.0,0,2,0,0,2,Matches
391,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,23,1996,21.0,1030,1187,86.8,21826,6231,5,19,26.3,724,781,92.7,301,387,77.8,0,0.0,0.0,1,32,0,0,48,Matches
392,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Watford,21,1998,13.6,283,382,74.1,4427,1111,9,24,37.5,242,302,80.1,32,56,57.1,3,1.3,+1.7,17,11,17,8,30,Matches
393,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,27,1991,15.5,445,613,72.6,11459,5071,5,11,45.5,263,307,85.7,177,295,60.0,0,0.1,-0.1,3,60,4,1,57,Matches
394,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DF,Brighton,30,1989,3.2,104,144,72.2,1738,621,1,5,20.0,90,112,80.4,13,27,48.1,0,0.0,0.0,0,3,3,1,20,Matches
395,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFDF,Crystal Palace,26,1992,9.5,209,278,75.2,3607,1153,6,11,54.5,176,211,83.4,27,56,48.2,1,1.1,-0.1,7,26,4,1,32,Matches
396,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,32,1986,29.0,704,918,76.7,21253,11578,2,4,50.0,351,353,99.4,351,561,62.6,0,0.2,-0.2,1,2,0,0,2,Matches
397,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,29,1989,11.1,494,567,87.1,10391,2945,5,14,35.7,344,378,91.0,145,175,82.9,0,0.2,-0.2,4,59,6,1,62,Matches
398,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Tottenham,19,2000,3.8,145,195,74.4,2401,925,1,8,12.5,122,143,85.3,22,44,50.0,0,0.1,-0.1,2,13,2,1,20,Matches
399,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FW,Liverpool,27,1991,1.9,83,101,82.2,1500,493,1,2,50.0,65,74,87.8,17,25,68.0,0,0.2,-0.2,3,11,3,2,17,Matches
400,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,33,1986,7.4,118,158,74.7,1720,379,5,16,31.3,105,129,81.4,8,13,61.5,0,1.5,-1.5,11,6,7,2,14,Matches
401,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,24,1995,13.7,776,906,85.7,11407,4576,8,26,30.8,710,775,91.6,58,105,55.2,0,0.6,-0.6,13,41,14,2,97,Matches
402,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,27,1992,14.9,469,657,71.4,11780,4034,5,12,41.7,266,318,83.6,198,327,60.6,0,2.4,-2.4,29,83,16,1,100,Matches
403,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Everton,27,1992,18.2,782,1017,76.9,15082,5860,10,40,25.0,614,730,84.1,158,247,64.0,4,2.0,+2.0,18,49,18,10,156,Matches
404,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,29,1989,22.2,624,829,75.3,11942,3902,12,32,37.5,464,547,84.8,148,250,59.2,2,3.5,-1.5,40,67,23,5,115,Matches
405,Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,24,1994,16.6,914,1066,85.7,14975,3009,19,48,39.6,777,866,89.7,118,152,77.6,5,3.8,+1.2,33,42,33,7,82,Matches
406,David Silva\David-Silva,es ESP,MF,Manchester City,33,1986,14.0,840,992,84.7,13348,2664,21,57,36.8,708,799,88.6,111,136,81.6,7,3.4,+3.6,31,61,44,0,91,Matches
407,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,22,1997,2.6,70,100,70.0,1208,446,1,6,16.7,56,69,81.2,13,25,52.0,0,0.0,0.0,0,5,0,0,5,Matches
408,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,29,1989,18.8,807,941,85.8,14151,2901,21,33,63.6,648,736,88.0,138,172,80.2,1,1.0,0.0,11,51,12,3,66,Matches
409,Oliver Skipp\Oliver-Skipp,eng ENG,MFDF,Tottenham,18,2000,0.6,25,27,92.6,468,110,0,0,,19,21,90.5,6,6,100.0,0,0.0,0.0,0,3,0,0,3,Matches
410,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,19,2000,1.8,89,107,83.2,1691,402,1,4,25.0,69,80,86.3,19,23,82.6,0,0.0,0.0,0,7,1,1,9,Matches
411,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,28,1991,17.3,642,817,78.6,10290,3702,11,39,28.2,546,617,88.5,85,161,52.8,1,0.6,+0.4,8,35,8,2,75,Matches
412,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,19,2000,1.1,30,36,83.3,391,65,1,3,33.3,26,28,92.9,3,5,60.0,0,0.0,0.0,0,3,0,0,0,Matches
413,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,31,1987,16.8,435,635,68.5,7988,2676,11,35,31.4,331,403,82.1,93,197,47.2,5,2.8,+2.2,33,31,14,2,82,Matches
414,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,27,1991,14.5,522,724,72.1,9101,4205,9,22,40.9,425,506,84.0,88,196,44.9,1,1.2,-0.2,14,35,19,12,94,Matches
415,Dominic Solanke\Dominic-Solanke,eng ENG,FWMF,Bournemouth,21,1997,13.1,240,324,74.1,3400,769,16,33,48.5,206,262,78.6,18,29,62.1,1,1.0,0.0,11,23,10,2,22,Matches
416,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,24,1995,2.6,36,65,55.4,593,211,0,2,0.0,32,53,60.4,4,10,40.0,0,0.0,0.0,0,2,0,0,3,Matches
417,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,23,1996,28.0,1621,1774,91.4,33320,9392,9,24,37.5,1172,1237,94.7,440,513,85.8,1,0.2,+0.8,3,83,3,0,67,Matches
418,Dennis Srbeny\Dennis-Srbeny,de GER,MFFW,Norwich City,25,1994,0.4,17,23,73.9,195,36,1,2,50.0,16,20,80.0,0,1,0.0,0,0.0,0.0,0,3,0,0,1,Matches
419,Jack Stacey\Jack-Stacey,eng ENG,DF,Bournemouth,23,1996,11.9,380,531,71.6,6293,2622,10,38,26.3,324,391,82.9,46,102,45.1,2,2.1,-0.1,8,22,4,2,52,Matches
420,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,29,1989,2.5,85,109,78.0,1360,443,2,5,40.0,69,80,86.3,14,24,58.3,0,0.1,-0.1,2,4,4,0,11,Matches
421,Jed Steer\Jed-Steer,eng ENG,GK,Aston Villa,26,1992,0.1,1,2,50.0,26,9,0,0,,0,0,,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
422,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,30,1989,21.6,1211,1391,87.1,25556,6102,13,24,54.2,859,949,90.5,339,418,81.1,1,0.7,+0.3,14,117,16,2,123,Matches
423,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,25,1994,20.3,617,843,73.2,14584,5490,6,17,35.3,384,454,84.6,227,372,61.0,3,0.8,+2.2,4,62,4,0,68,Matches
424,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,24,1994,22.5,753,951,79.2,10569,2233,13,67,19.4,684,796,85.9,56,88,63.6,1,5.8,-4.8,35,24,41,6,73,Matches
425,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,29,1990,27.2,1049,1411,74.3,18387,7628,13,70,18.6,843,989,85.2,193,352,54.8,2,3.5,-1.5,29,88,41,8,194,Matches
426,Marco Stiepermann\Marco-Stiepermann,de GER,MF,Norwich City,28,1991,10.4,248,336,73.8,3520,1046,14,33,42.4,206,254,81.1,28,49,57.1,0,0.5,-0.5,9,27,8,1,36,Matches
427,John Stones\John-Stones,eng ENG,DF,Manchester City,25,1994,10.1,725,764,94.9,15781,4562,0,3,0.0,493,517,95.4,232,244,95.1,0,0.1,-0.1,2,71,1,0,44,Matches
428,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,23,1996,0.7,14,21,66.7,155,37,3,4,75.0,10,16,62.5,1,1,100.0,0,0.1,-0.1,1,0,2,0,2,Matches
429,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,1.5,59,67,88.1,1266,270,2,2,100.0,36,41,87.8,21,24,87.5,0,0.1,-0.1,2,4,0,0,5,Matches
430,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,32,1986,2.6,102,127,80.3,1960,487,5,5,100.0,73,89,82.0,24,33,72.7,0,0.0,0.0,1,6,1,0,10,Matches
431,Sam Surridge\Sam-Surridge,eng ENG,FW,Bournemouth,21,1998,0.2,2,3,66.7,29,9,0,0,,2,3,66.7,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
432,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,20,1999,5.8,188,232,81.0,3242,1096,1,13,7.7,148,166,89.2,39,53,73.6,0,0.0,0.0,0,9,0,0,17,Matches
433,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,23,1995,18.8,693,945,73.3,12497,5484,13,48,27.1,556,650,85.5,124,247,50.2,2,2.7,-0.7,23,52,25,11,124,Matches
434,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,26,1992,29.0,676,921,73.4,16079,5701,7,22,31.8,395,486,81.3,274,413,66.3,1,1.6,-0.6,9,50,8,0,55,Matches
435,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,25,1993,15.3,516,750,68.8,9533,4016,9,44,20.5,395,474,83.3,112,232,48.3,0,0.9,-0.9,11,38,15,14,97,Matches
436,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,30,1989,8.8,297,375,79.2,5008,2112,5,16,31.3,253,286,88.5,39,73,53.4,0,0.1,-0.1,1,14,1,0,33,Matches
437,Alexander Tettey\Alexander-Tettey,no NOR,MFDF,Norwich City,33,1986,19.9,842,951,88.5,14683,3158,10,22,45.5,684,750,91.2,148,179,82.7,1,0.8,+0.2,5,43,4,0,34,Matches
438,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,22,1997,23.9,1069,1322,80.9,19638,5058,27,47,57.4,823,952,86.4,219,323,67.8,5,4.2,+0.8,36,112,29,5,139,Matches
439,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,22,1997,3.3,135,176,76.7,2430,699,2,10,20.0,105,120,87.5,28,46,60.9,0,0.5,-0.5,4,5,5,4,17,Matches
440,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,30,1989,17.6,505,626,80.7,11923,3447,6,14,42.9,311,347,89.6,188,265,70.9,1,0.1,+0.9,2,21,1,0,21,Matches
441,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,21,1997,14.4,981,1098,89.3,21074,5865,4,15,26.7,660,701,94.2,317,382,83.0,0,0.2,-0.2,4,57,4,0,40,Matches
442,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,23,1996,15.2,720,821,87.7,14252,3060,9,25,36.0,517,570,90.7,194,226,85.8,1,1.1,-0.1,14,41,3,0,57,Matches
443,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,28,1991,3.2,42,62,67.7,569,120,1,3,33.3,38,50,76.0,3,9,33.3,0,0.1,-0.1,4,2,3,0,5,Matches
444,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Crystal Palace,28,1991,2.0,29,47,61.7,462,137,0,2,0.0,24,37,64.9,5,8,62.5,0,0.0,0.0,0,3,2,0,3,Matches
445,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,28,1991,8.8,189,274,69.0,2980,959,6,18,33.3,156,186,83.9,27,70,38.6,1,1.2,-0.2,8,12,11,5,26,Matches
446,Adama Traoré\Adama-Traore,es ESP,FWDF,Wolves,23,1996,23.0,474,738,64.2,8150,2107,6,51,11.8,393,526,74.7,75,161,46.6,7,5.7,+1.3,39,34,34,21,82,Matches
447,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,20,1999,1.0,23,32,71.9,692,479,0,0,,12,12,100.0,11,20,55.0,0,0.0,0.0,0,0,0,0,0,Matches
448,Trézéguet\Trezeguet,eg EGY,FWMF,Aston Villa,24,1994,14.7,221,325,68.0,3629,950,7,24,29.2,179,222,80.6,35,79,44.3,1,0.7,+0.3,15,11,11,7,32,Matches
449,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,24,1994,16.0,451,636,70.9,8912,2872,5,31,16.1,342,436,78.4,104,169,61.5,3,3.3,-0.3,31,35,25,8,97,Matches
450,Tom Trybull\Tom-Trybull,de GER,MF,Norwich City,26,1993,11.4,520,558,93.2,9204,2411,6,10,60.0,429,451,95.1,85,97,87.6,0,0.0,0.0,1,39,0,0,25,Matches
451,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,21,1997,2.1,127,141,90.1,2333,660,1,3,33.3,102,110,92.7,24,28,85.7,0,0.0,0.0,0,8,0,0,7,Matches
452,Yan Valery\Yan-Valery,fr FRA,DF,Southampton,20,1999,7.2,163,265,61.5,2766,1048,3,14,21.4,131,175,74.9,29,76,38.2,0,0.7,-0.7,2,6,1,1,32,Matches
453,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,22,1997,1.8,81,104,77.9,1815,601,1,1,100.0,50,59,84.7,30,44,68.2,0,0.0,0.0,0,7,1,0,5,Matches
454,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,32,1987,24.7,219,327,67.0,3163,536,12,38,31.6,186,247,75.3,21,42,50.0,4,3.4,+0.6,14,9,11,4,21,Matches
455,Indiana Vassilev\Indiana-Vassilev,us USA,FW,Aston Villa,18,2001,0.4,7,9,77.8,74,1,1,2,50.0,6,7,85.7,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
456,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,32,1987,17.2,871,1045,83.3,18014,5679,5,23,21.7,638,705,90.5,228,317,71.9,1,0.9,+0.1,3,55,0,0,57,Matches
457,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,26,1992,12.6,428,535,80.0,8682,2907,5,7,71.4,317,358,88.5,106,170,62.4,0,0.1,-0.1,3,45,3,0,39,Matches
458,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,20,1999,5.9,218,293,74.4,3644,1126,2,18,11.1,186,217,85.7,30,58,51.7,0,0.6,-0.6,5,10,6,6,22,Matches
459,Mario Vrančić\Mario-Vrancic,ba BIH,MF,Norwich City,30,1989,4.2,210,263,79.8,3728,1101,5,9,55.6,164,182,90.1,41,72,56.9,0,0.9,-0.9,7,15,2,0,27,Matches
460,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,27,1992,3.7,32,48,66.7,368,88,1,3,33.3,31,42,73.8,0,3,0.0,1,0.2,+0.8,4,4,0,0,2,Matches
461,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Everton,30,1989,11.9,208,324,64.2,3276,987,2,24,8.3,179,240,74.6,27,60,45.0,2,1.7,+0.3,13,16,13,4,35,Matches
462,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,29,1990,20.1,1386,1574,88.1,28230,6258,12,45,26.7,999,1083,92.2,375,446,84.1,2,1.5,+0.5,11,164,20,6,128,Matches
463,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,22,1997,2.7,183,214,85.5,3054,762,1,8,12.5,156,165,94.5,26,41,63.4,0,0.1,-0.1,2,12,1,0,14,Matches
464,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,22,1997,0.8,39,57,68.4,562,220,0,3,0.0,37,48,77.1,2,6,33.3,0,0.0,0.0,0,3,1,0,3,Matches
465,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,25.9,1249,1561,80.0,18522,7428,29,85,34.1,1117,1292,86.5,103,184,56.0,2,2.4,-0.4,21,89,16,9,148,Matches
466,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,28,1991,0.3,18,19,94.7,382,127,2,2,100.0,11,12,91.7,5,5,100.0,0,0.0,0.0,0,3,0,0,5,Matches
467,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,29,1989,17.5,616,821,75.0,10722,4859,16,42,38.1,488,574,85.0,112,205,54.6,0,0.2,-0.2,4,51,9,5,92,Matches
468,James Ward-Prowse\James-Ward-Prowse,eng ENG,MFDF,Southampton,24,1994,29.0,1039,1436,72.4,20158,6430,21,51,41.2,769,907,84.8,249,478,52.1,3,3.9,-0.9,46,89,22,2,164,Matches
469,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,24,1995,22.4,1261,1479,85.3,27256,9062,6,22,27.3,847,938,90.3,408,519,78.6,1,1.2,-0.2,10,63,5,1,80,Matches
470,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Watford,28,1990,3.1,49,62,79.0,678,158,0,2,0.0,44,53,83.0,5,7,71.4,0,0.1,-0.1,2,5,2,0,6,Matches
471,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,29,1990,26.0,927,1267,73.2,19070,5818,18,40,45.0,638,751,85.0,271,476,56.9,5,4.0,+1.0,37,112,15,5,149,Matches
472,Connor Wickham\Connor-Wickham,eng ENG,FWMF,Crystal Palace,26,1993,1.0,29,44,65.9,440,90,2,5,40.0,23,32,71.9,4,7,57.1,1,0.6,+0.4,2,2,0,0,2,Matches
473,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,28,1990,25.9,1140,1254,90.9,19432,3520,20,40,50.0,953,1021,93.3,167,193,86.5,0,1.0,-1.0,12,103,19,0,79,Matches
474,Jetro Willems\Jetro-Willems,nl NED,DF,Newcastle Utd,25,1994,16.6,408,582,70.1,7490,3595,6,26,23.1,321,387,82.9,81,169,47.9,2,1.3,+0.7,16,30,13,5,80,Matches
475,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,18,2000,8.4,362,445,81.3,5716,1778,6,16,37.5,310,356,87.1,46,73,63.0,0,0.4,-0.4,11,18,14,2,42,Matches
476,Willian\Willian,br BRA,FW,Chelsea,30,1988,21.4,906,1147,79.0,16245,3759,26,51,51.0,698,814,85.7,182,282,64.5,5,4.6,+0.4,46,54,57,11,139,Matches
477,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,19,1999,6.4,221,269,82.2,3805,1081,10,15,66.7,172,197,87.3,39,57,68.4,0,0.5,-0.5,11,25,8,2,26,Matches
478,Jack Wilshere\Jack-Wilshere,eng ENG,MF,West Ham,27,1992,1.9,50,59,84.7,721,124,1,2,50.0,44,49,89.8,5,8,62.5,0,0.0,0.0,0,3,0,0,1,Matches
479,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,27,1992,26.1,281,423,66.4,4227,902,18,53,34.0,235,325,72.3,28,45,62.2,0,2.2,-2.2,21,24,13,3,31,Matches
480,Harry Wilson\Harry-Wilson,wal WAL,MFFW,Bournemouth,22,1997,16.1,382,503,75.9,7373,1644,6,31,19.4,284,332,85.5,92,140,65.7,0,1.8,-1.8,15,30,24,2,59,Matches
481,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,23,1996,17.7,1089,1238,88.0,20870,5394,15,26,57.7,821,885,92.8,253,327,77.4,0,0.9,-0.9,13,121,14,1,119,Matches
482,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,27,1991,23.0,263,409,64.3,3433,431,16,32,50.0,227,340,66.8,20,37,54.1,1,0.8,+0.2,17,8,5,0,14,Matches
483,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,26,1992,21.2,1285,1457,88.2,27026,7096,11,26,42.3,914,995,91.9,360,436,82.6,1,0.9,+0.1,12,151,19,2,142,Matches
484,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,MF,West Ham,29,1989,9.2,260,324,80.2,4386,1091,10,18,55.6,202,232,87.1,48,74,64.9,1,2.5,-1.5,13,11,9,2,36,Matches
485,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,26,1993,8.6,195,272,71.7,3231,1345,6,16,37.5,154,187,82.4,35,69,50.7,0,0.2,-0.2,5,10,9,6,24,Matches
486,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,30,1988,6.2,207,247,83.8,4034,1317,3,4,75.0,151,167,90.4,53,76,69.7,0,0.0,0.0,0,10,1,0,12,Matches
487,Ashley Young\Ashley-Young,eng ENG,DF,Manchester Utd,34,1985,10.6,565,735,76.9,11171,4575,3,20,15.0,441,495,89.1,121,220,55.0,0,1.2,-1.2,17,58,12,2,119,Matches
488,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DF,West Ham,34,1985,6.5,247,326,75.8,4075,1850,1,14,7.1,211,246,85.8,35,66,53.0,0,0.4,-0.4,4,28,6,2,49,Matches
489,Wilfried Zaha\Wilfried-Zaha,ci CIV,MFFW,Crystal Palace,26,1992,28.3,744,951,78.2,11824,3328,16,63,25.4,631,750,84.1,97,138,70.3,3,2.4,+0.6,27,44,58,9,131,Matches
490,Christoph Zimmermann\Christoph-Zimmermann,de GER,DF,Norwich City,26,1993,14.4,479,585,81.9,10509,3661,3,10,30.0,306,331,92.4,170,244,69.7,1,0.0,+1.0,0,22,1,0,29,Matches
491,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,22,1996,10.1,831,924,89.9,14379,3909,9,19,47.4,692,746,92.8,130,159,81.8,0,0.7,-0.7,12,79,18,9,92,Matches
492,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,24,1994,20.0,1280,1450,88.3,29819,7696,4,16,25.0,810,879,92.2,466,555,84.0,0,0.3,-0.3,1,73,2,0,67,Matches